"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"afsibibia3.xyz [[US]] Let's Encrypt R3 ","afsibibia3.xyz [[uracil]] Let's Encrypt R3 ",0.09647411108016968,0.9276801347732544,0,1,0,25,"Successful"
"localhost [[AU]] [[Internet]] Widgits Pty Ltd localhost ","localhost [[gold]] [[internet]] Widgits Pty Ltd localhost ",0.0013020038604736328,0.00218808650970459,0,0,0,18,"Failed"
"http://5.101.[[4]].41 US Example Inc http://5.101.[[4]].[[41]] ","http://5.101.[[quartet]].41 US Example Inc http://5.101.[[tetrad]].[[xli]] ",0.0046762824058532715,0.9917527437210083,0,1,0,106,"Successful"
"DcRat CN DcRat [[By]] qwqdanchun DcRat Server ","DcRat CN DcRat [[by]] qwqdanchun DcRat Server ",0.0016430020332336426,0.001798391342163086,0,0,0,22,"Failed"
"inj """" """" inj ","inj """" """" inj ",0.0010262727737426758,0.0010262727737426758,0,0,0,3,"Failed"
"igibhbyehvyga.xyz [[US]] Let's Encrypt R3 ","igibhbyehvyga.xyz [[uracil]] Let's Encrypt R3 ",0.022187232971191406,0.03778129816055298,0,0,0,31,"Failed"
"[[z]].xooz.[[cf]] US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","[[ezed]].xooz.[[CF]] US Let's [[code]] Let's [[cipher]] [[self-confidence]] X3 ",0.0022312402725219727,0.11551463603973389,0,0,0,99,"Failed"
"BitRAT """" """" BitRAT ","BitRAT """" """" BitRAT ",0.000977635383605957,0.000977635383605957,0,0,0,3,"Failed"
""""" AU Internet Widgits Pty Ltd """" ",""""" AU Internet Widgits Pty Ltd """" ",0.002830803394317627,0.002830803394317627,0,0,0,16,"Failed"
"kitoboyka.com [[RU]] FuckUS kitoboyka.com ","kitoboyka.com [[ruthenium]] FuckUS kitoboyka.com ",0.0018118023872375488,0.002176523208618164,0,0,0,11,"Failed"
"Runtime Broker """" """" Runtime [[Broker]] ","Runtime Broker """" """" Runtime [[bust]] ",0.0017201900482177734,0.0024645328521728516,0,0,0,37,"Failed"
"livejunto.xyz US Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","livejunto.xyz US Let's [[cipher]] Let's Encrypt [[say-so]] X3 ",0.0019261837005615234,0.004876434803009033,0,0,0,76,"Failed"
"labelcs.com US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","labelcs.com US Let's [[inscribe]] Let's [[cipher]] [[say-so]] X3 ",0.0016759037971496582,0.22293245792388916,0,0,0,76,"Failed"
""""" US [[Dis]] """" ",""""" US [[Orcus]] """" ",0.000769495964050293,0.0024902820587158203,0,0,0,17,"Failed"
"qwertyhills92.ddns.net US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","qwertyhills92.ddns.net US Let's Encrypt Let's [[inscribe]] [[say-so]] X3 ",0.0013805627822875977,0.961639404296875,0,1,0,81,"Successful"
"John [[US]] AlaskaFuture Ltd [[John]] ","John [[uranium]] AlaskaFuture Ltd [[toilet]] ",0.0013715028762817383,0.01718616485595703,0,0,0,58,"Failed"
"Odin Server [[CA]] """" """" Odin [[Server]] [[CA]] ","Odin Server [[Ca]] """" """" Odin [[host]] [[Calif]]. ",0.001169741153717041,0.003596663475036621,0,0,0,35,"Failed"
"DcRat CN DcRat [[By]] qwqdanchun DcRat [[Server]] ","DcRat CN DcRat [[away]] qwqdanchun DcRat [[waiter]] ",0.0016199350357055664,0.00207364559173584,0,0,0,22,"Failed"
"B2tp """" """" B2tp ","B2tp """" """" B2tp ",0.0017333030700683594,0.0017333030700683594,0,0,0,3,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT [[Server]] ","AsyncRAT [[waiter]] """" """" AsyncRAT [[waiter]] ",0.0006468892097473145,0.0015333890914916992,0,0,0,17,"Failed"
"chloroz.xyz [[US]] Let's Encrypt Let's Encrypt [[Authority]] X3 ","chloroz.xyz [[uranium]] Let's Encrypt Let's Encrypt [[dominance]] X3 ",0.0010284185409545898,0.002079904079437256,0,0,0,76,"Failed"
"* [[XX]] [[1]] * ","* [[twenty]] [[unity]] * ",0.0015516281127929688,0.00896143913269043,0,0,0,23,"Failed"
"Kisszerver """" """" Kisszerver ","Kisszerver """" """" Kisszerver ",0.0014622211456298828,0.0014622211456298828,0,0,0,3,"Failed"
"DcRat CN DcRat [[By]] qwqdanchun Nigeria ","DcRat CN DcRat [[aside]] qwqdanchun Nigeria ",0.0010371208190917969,0.0018559694290161133,0,0,0,15,"Failed"
"192.236.160.249 [[mn]] xxxyz 192.236.[[160]].249 ","192.236.160.249 [[manganese]] xxxyz 192.236.[[clx]].249 ",0.0015512704849243164,0.005778014659881592,0,0,0,23,"Failed"
"CN CN [[Software]] CN ","CN CN [[software]] CN ",0.0012184977531433105,0.001944899559020996,0,0,0,9,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT Server ","AsyncRAT [[waiter]] """" """" AsyncRAT Server ",0.00116652250289917,0.0012709498405456543,0,0,0,17,"Failed"
"ptvib.[[cf]] [[US]] cPanel, [[Inc]]. cPanel, [[Inc]]. [[Certification]] [[Authority]] ","ptvib.[[mucoviscidosis]] [[USA]] cPanel, [[INC]]. cPanel, [[INC]]. [[certificate]] [[say-so]] ",0.0024188756942749023,0.37217843532562256,0,0,0,82,"Failed"
"xeiaieki.us AT Vmhitgvuf Qlofypz Tkchae Eoopo Inc. xeiaieki.[[us]] ","xeiaieki.us AT Vmhitgvuf Qlofypz Tkchae Eoopo Inc. xeiaieki.[[uranium]] ",0.0014858841896057129,0.002845287322998047,0,0,0,47,"Failed"
"global-logic-stl.com US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","global-logic-stl.com US Let's [[inscribe]] Let's [[cipher]] [[self-confidence]] X3 ",0.001310884952545166,0.054355740547180176,0,0,0,76,"Failed"
""""" US [[Dis]] """" ",""""" US [[Orcus]] """" ",0.0015115737915039062,0.0022434592247009277,0,0,0,17,"Failed"
"accentnailsspa.pw [[US]] Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","accentnailsspa.pw [[America]] Let's [[cipher]] Let's Encrypt [[assurance]] X3 ",0.0013231635093688965,0.004661917686462402,0,0,0,76,"Failed"
"localhost """" """" localhost ","localhost """" """" localhost ",0.0009133815765380859,0.0009133815765380859,0,0,0,3,"Failed"
"BitRAT """" """" BitRAT ","BitRAT """" """" BitRAT ",0.001507878303527832,0.001507878303527832,0,0,0,3,"Failed"
"forenzik.kz KZ NN Fern forenzik.kz ","forenzik.kz KZ NN Fern forenzik.kz ",0.0017621517181396484,0.0017621517181396484,0,0,0,10,"Failed"
"localhost [[GB]] MyCompany Ltd. localhost ","localhost [[sarin]] MyCompany Ltd. localhost ",0.0012969970703125,0.0018772482872009277,0,0,0,26,"Failed"
"BitRAT """" """" BitRAT ","BitRAT """" """" BitRAT ",0.0012282729148864746,0.0012282729148864746,0,0,0,3,"Failed"
"AsyncRAT Server """" """" AsyncRAT Server ","AsyncRAT Server """" """" AsyncRAT Server ",0.0018054842948913574,0.0018054842948913574,0,0,0,17,"Failed"
""""" [[US]] [[Dis]] """" ",""""" [[uranium]] [[Orcus]] """" ",0.001662135124206543,0.0030241012573242188,0,0,0,17,"Failed"
"DcRat CN DcRat By qwqdanchun VenomRAT [[Server]] ","DcRat CN DcRat By qwqdanchun VenomRAT [[host]] ",0.0011535882949829102,0.002019345760345459,0,0,0,22,"Failed"
"*.revcode.se GB COMODO [[CA]] [[Limited]] COMODO RSA Domain Validation Secure Server [[CA]] ","*.revcode.se GB COMODO [[California]] [[trammel]] COMODO RSA Domain Validation Secure Server [[Calif]]. ",0.0023102760314941406,0.5112304091453552,0,1,0,118,"Successful"
"pandyi.com [[US]] cPanel, Inc. cPanel, Inc. [[Certification]] [[Authority]] ","pandyi.com [[uracil]] cPanel, Inc. cPanel, Inc. [[certificate]] [[say-so]] ",0.0027689337730407715,0.7136350274085999,0,1,0,70,"Successful"
""""" [[AU]] [[Internet]] Widgits Pty Ltd """" ",""""" [[Au]] [[net]] Widgits Pty Ltd """" ",0.0013161301612854004,0.0014809966087341309,0,0,0,16,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT Server ","AsyncRAT [[server]] """" """" AsyncRAT Server ",0.0007555484771728516,0.0011854171752929688,0,0,0,17,"Failed"
""""" XX [[Default]] [[Company]] Ltd """" ",""""" XX [[nonpayment]] [[party]] Ltd """" ",0.001350104808807373,0.0017351508140563965,0,0,0,35,"Failed"
"localhost [[GB]] MyCompany Ltd. localhost ","localhost [[Gb]] MyCompany Ltd. localhost ",0.0014213323593139648,0.0018796324729919434,0,0,0,26,"Failed"
"*.cvl.[[name]] [[GB]] COMODO [[CA]] Limited COMODO RSA Domain Validation Secure [[Server]] [[CA]] ","*.cvl.[[gens]] [[gigabyte]] COMODO [[California]] Limited COMODO RSA Domain Validation Secure [[waiter]] [[Calif]]. ",0.0022282004356384277,0.6819539070129395,0,1,0,145,"Successful"
"Joqwqbpkmqw Twefxx [[NP]] Kiuere Joqwqbpkmqw Twefxx ","Joqwqbpkmqw Twefxx [[neptunium]] Kiuere Joqwqbpkmqw Twefxx ",0.0016875267028808594,0.0018382668495178223,0,0,0,11,"Failed"
""""" US [[Internet]] Widgits Pty Ltd """" ",""""" US [[net]] Widgits Pty Ltd """" ",0.001337885856628418,0.002138197422027588,0,0,0,24,"Failed"
"DcRat CN DcRat By qwqdanchun DcRat [[Server]] ","DcRat CN DcRat By qwqdanchun DcRat [[server]] ",0.0017284154891967773,0.0027051568031311035,0,0,0,22,"Failed"
"keepincomemoney.website US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","keepincomemoney.website US Let's Encrypt Let's [[cipher]] [[self-confidence]] X3 ",0.0019376873970031738,0.005339086055755615,0,0,0,78,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT Server ","AsyncRAT [[server]] """" """" AsyncRAT Server ",0.0011862516403198242,0.0012615323066711426,0,0,0,17,"Failed"
""""" xx Default [[Company]] Ltd """" ",""""" xx Default [[fellowship]] Ltd """" ",0.0010912418365478516,0.001454472541809082,0,0,0,35,"Failed"
"fdguyt5ggs.pw US Let's [[Encrypt]] Let's Encrypt [[Authority]] X3 ","fdguyt5ggs.pw US Let's [[encipher]] Let's Encrypt [[self-confidence]] X3 ",0.0012167096138000488,0.006413638591766357,0,0,0,76,"Failed"
"Quasar Server [[CA]] """" """" Quasar Server CA ","Quasar Server [[Calif]]. """" """" Quasar Server CA ",0.0012019872665405273,0.002203226089477539,0,0,0,39,"Failed"
"palmists.space [[US]] [[area]] homestead's [[palmists]].space ","palmists.space [[uracil]] [[arena]] homestead's [[chiromancer]].space ",0.0018723607063293457,0.003925919532775879,0,0,0,68,"Failed"
""""" XX [[Default]] Company Ltd """" ",""""" XX [[default]] Company Ltd """" ",0.001269996166229248,0.0018070340156555176,0,0,0,35,"Failed"
""""" [[AU]] [[Internet]] Widgits Pty Ltd """" ",""""" [[gold]] [[net]] Widgits Pty Ltd """" ",0.0012263655662536621,0.0016394257545471191,0,0,0,16,"Failed"
""""" XX [[Default]] [[Company]] Ltd """" ",""""" XX [[nonpayment]] [[company]] Ltd """" ",0.0012536048889160156,0.0020485520362854004,0,0,0,35,"Failed"
""""" XX [[Default]] [[Company]] Ltd """" ",""""" XX [[nonpayment]] [[party]] Ltd """" ",0.0011470317840576172,0.0018947124481201172,0,0,0,35,"Failed"
"lanyclserr.iq [[AD]] Veaurd Ncpodwheo SPE lanyclserr.iq ","lanyclserr.iq [[advertizing]] Veaurd Ncpodwheo SPE lanyclserr.iq ",0.0012511014938354492,0.0019210577011108398,0,0,0,25,"Failed"
"localhost [[AU]] Internet Widgits Pty Ltd localhost ","localhost [[gold]] Internet Widgits Pty Ltd localhost ",0.001370072364807129,0.0023552775382995605,0,0,0,18,"Failed"
"[[example]].com [[GB]] [[Global]] [[Security]] [[example]].com ","[[exemplar]].com [[Gbit]] [[ball-shaped]] [[surety]] [[lesson]].com ",0.0013895034790039062,0.5376429557800293,0,1,0,90,"Successful"
"localhost [[AU]] Internet Widgits Pty Ltd localhost ","localhost [[Au]] Internet Widgits Pty Ltd localhost ",0.002360224723815918,0.002411961555480957,0,0,0,18,"Failed"
"localhost AU [[Internet]] Widgits Pty Ltd localhost ","localhost AU [[net]] Widgits Pty Ltd localhost ",0.0019397139549255371,0.0023502707481384277,0,0,0,18,"Failed"
""""" [[US]] [[Dis]] """" ",""""" [[uranium]] [[Orcus]] """" ",0.0011872053146362305,0.0029161572456359863,0,0,0,17,"Failed"
"telemetrysystemcollection.com [[AT]] ZeroSSL ZeroSSL RSA Domain Secure [[Site]] [[CA]] ","telemetrysystemcollection.com [[astatine]] ZeroSSL ZeroSSL RSA Domain Secure [[place]] [[Calif]]. ",0.003825664520263672,0.5377261638641357,0,1,0,64,"Successful"
"[[example]].com [[GB]] [[Global]] [[Security]] [[example]].com ","[[lesson]].com [[gigabit]] [[world-wide]] [[protection]] [[exemplar]].com ",0.0013842582702636719,0.1502457857131958,0,0,0,90,"Failed"
"DcRat CN DcRat By qwqdanchun DcRat Server ","DcRat CN DcRat By qwqdanchun DcRat Server ",0.002092599868774414,0.002092599868774414,0,0,0,22,"Failed"
"Understandnt """" """" Understandnt ","Understandnt """" """" Understandnt ",0.0008615255355834961,0.0008615255355834961,0,0,0,3,"Failed"
"* [[XX]] [[1]] * ","* [[twenty]] [[one]] * ",0.0012531280517578125,0.008913934230804443,0,0,0,23,"Failed"
"localhost AU [[Internet]] Widgits Pty Ltd localhost ","localhost AU [[cyberspace]] Widgits Pty Ltd localhost ",0.0013862848281860352,0.0023088455200195312,0,0,0,18,"Failed"
"gopstoporchestra.[[top]] US Let's Encrypt R3 ","gopstoporchestra.[[acme]] US Let's Encrypt R3 ",0.018050014972686768,0.9973381757736206,0,1,0,65,"Successful"
"51fd222a0d47.us [[US]] Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","51fd222a0d47.us [[America]] Let's Encrypt Let's [[encrypt]] [[confidence]] X3 ",0.0011219382286071777,0.003942728042602539,0,0,0,90,"Failed"
"ivmsoft.com US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","ivmsoft.com US Let's [[encipher]] Let's [[cipher]] [[self-confidence]] X3 ",0.0009908676147460938,0.022323191165924072,0,0,0,76,"Failed"
"moriarty.pw [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","moriarty.pw [[USA]] Let's [[cypher]] Let's [[inscribe]] [[self-confidence]] X3 ",0.0014257431030273438,0.6061707735061646,0,1,0,76,"Successful"
"exeupay.xyz [[US]] Let's Encrypt Let's Encrypt Authority X3 ","exeupay.xyz [[U]] Let's Encrypt Let's Encrypt Authority X3 ",0.001256406307220459,0.001900017261505127,0,0,0,76,"Failed"
"rvgvtfdf [[AU]] tg4r6tds rvgvtfdf ","rvgvtfdf [[gold]] tg4r6tds rvgvtfdf ",0.001764059066772461,0.0018119215965270996,0,0,0,9,"Failed"
""""" US [[Dis]] """" ",""""" US [[Orcus]] """" ",0.0014410614967346191,0.0031942129135131836,0,0,0,17,"Failed"
"jquery e-Szigno [[Root]] CA US jquery Ltd. jquery e-Szigno [[Root]] [[CA]] ","jquery e-Szigno [[settle]] CA US jquery Ltd. jquery e-Szigno [[solution]] [[calcium]] ",0.0011516809463500977,0.0029419660568237305,0,0,0,112,"Failed"
"* [[XX]] [[1]] * ","* [[twenty]] [[unity]] * ",0.0012924671173095703,0.008979976177215576,0,0,0,23,"Failed"
"DcRat CN DcRat [[By]] qwqdanchun DcRat Server ","DcRat CN DcRat [[by]] qwqdanchun DcRat Server ",0.0009074211120605469,0.0017586946487426758,0,0,0,22,"Failed"
""""" [[US]] [[Dis]] """" ",""""" [[uranium]] [[Orcus]] """" ",0.0011434555053710938,0.002752840518951416,0,0,0,17,"Failed"
"DcRat CN DcRat [[By]] qwqdanchun DcRat [[Server]] ","DcRat CN DcRat [[past]] qwqdanchun DcRat [[waiter]] ",0.0012979507446289062,0.001984119415283203,0,0,0,22,"Failed"
"homeartncraft.pw [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","homeartncraft.pw [[USA]] Let's [[encipher]] Let's [[inscribe]] [[self-assurance]] X3 ",0.002169668674468994,0.5317051410675049,0,1,0,76,"Successful"
"fnoetwotb4nwob524o.hk US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","fnoetwotb4nwob524o.hk US Let's Encrypt Let's [[cipher]] [[confidence]] X3 ",0.0009897947311401367,0.0023615360260009766,0,0,0,76,"Failed"
"domain.com US My [[Company]] [[Name]] LTD. [[domain]].com ","domain.com US My [[companion]] [[advert]] LTD. [[land]].com ",0.0013288259506225586,0.003360271453857422,0,0,0,112,"Failed"
"localhost [[AU]] Internet Widgits Pty Ltd localhost ","localhost [[Au]] Internet Widgits Pty Ltd localhost ",0.001505732536315918,0.001856684684753418,0,0,0,18,"Failed"
"jasper [[XX]] [[root]] [[root]] ","jasper [[twenty]] [[stem]] [[radical]] ",0.002011418342590332,0.028684020042419434,0,0,0,79,"Failed"
"vjgy3cllxhp.[[c]].updraftclone.com US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","vjgy3cllxhp.[[cytosine]].updraftclone.com US Let's [[inscribe]] Let's [[cipher]] [[bureau]] X3 ",0.0013963580131530762,0.9818412065505981,0,1,0,94,"Successful"
"5culadtint.tmall GQ Ibtaicion Twhot [[SAS]] 5culadtint.tmall ","5culadtint.tmall GQ Ibtaicion Twhot [[Sturmabteilung]] 5culadtint.tmall ",0.0010009407997131348,0.0018725991249084473,0,0,0,13,"Failed"
"ankaraotokira.pw [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","ankaraotokira.pw [[USA]] Let's [[encipher]] Let's [[inscribe]] [[self-confidence]] X3 ",0.0017670392990112305,0.025492548942565918,0,0,0,76,"Failed"
"luanatalolo.com US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","luanatalolo.com US Let's [[inscribe]] Let's [[cipher]] [[say-so]] X3 ",0.0019630789756774902,0.5941641926765442,0,1,0,76,"Successful"
"lobemaintaty.space CN WoSign CA Limited WoSign CA [[Free]] SSL [[Certificate]] G2 ","lobemaintaty.space CN WoSign CA Limited WoSign CA [[barren]] SSL [[credential]] G2 ",0.0016231536865234375,0.004043281078338623,0,0,0,145,"Failed"
"[[domain]].com US My [[Company]] [[Name]] LTD. [[domain]].com ","[[arena]].com US My [[troupe]] [[diagnose]] LTD. [[land]].com ",0.0011073946952819824,0.007323801517486572,0,0,0,112,"Failed"
"BitRAT """" """" BitRAT ","BitRAT """" """" BitRAT ",0.0012142062187194824,0.0012142062187194824,0,0,0,3,"Failed"
"Vultari """" """" Vultari ","Vultari """" """" Vultari ",0.0013629794120788574,0.0013629794120788574,0,0,0,3,"Failed"
"DcRat CN DcRat [[By]] qwqdanchun DcRat [[Server]] ","DcRat CN DcRat [[past]] qwqdanchun DcRat [[server]] ",0.001594245433807373,0.0018725991249084473,0,0,0,22,"Failed"
"ZhongGuo CN CCSEC ZhongGuo ","ZhongGuo CN CCSEC ZhongGuo ",0.002267122268676758,0.002267122268676758,0,0,0,5,"Failed"
"localhost AU Internet Widgits Pty Ltd localhost ","localhost AU Internet Widgits Pty Ltd localhost ",0.002209305763244629,0.002209305763244629,0,0,0,18,"Failed"
"classof1996.duckdns.org US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","classof1996.duckdns.org US Let's Encrypt Let's [[inscribe]] [[say-so]] X3 ",0.0016087889671325684,0.9441820383071899,0,1,0,65,"Successful"
"vesecase.com US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","vesecase.com US Let's [[inscribe]] Let's [[cipher]] [[say-so]] X3 ",0.0016140937805175781,0.3585571050643921,0,0,0,76,"Failed"
"ntpc.duckdns.org US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","ntpc.duckdns.org US Let's Encrypt Let's [[code]] [[say-so]] X3 ",0.0017528533935546875,0.9822618365287781,0,1,0,65,"Successful"
"tapewormorchestra.[[top]] US Let's Encrypt R3 ","tapewormorchestra.[[acme]] US Let's Encrypt R3 ",0.024644434452056885,0.997353196144104,0,1,0,65,"Successful"
""""" US [[Dis]] """" ",""""" US [[Orcus]] """" ",0.001274406909942627,0.0026097893714904785,0,0,0,17,"Failed"
"wpad-home.com [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","wpad-home.com [[USA]] Let's [[cipher]] Let's [[inscribe]] [[self-assurance]] X3 ",0.0015925765037536621,0.25537407398223877,0,0,0,76,"Failed"
"ukmedm.com US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","ukmedm.com US Let's [[cipher]] Let's [[inscribe]] [[dominance]] X3 ",0.0017792582511901855,0.006142318248748779,0,0,0,76,"Failed"
"antrefurniture.[[top]] [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","antrefurniture.[[superlative]] [[America]] Let's [[code]] Let's [[cipher]] [[dominance]] X3 ",0.0014128684997558594,0.002791106700897217,0,0,0,122,"Failed"
""""" [[US]] Dis """" ",""""" [[U]] Dis """" ",0.0009025335311889648,0.0017936229705810547,0,0,0,17,"Failed"
"localhost.localdomain -- SomeOrganization localhost.localdomain ","localhost.localdomain -- SomeOrganization localhost.localdomain ",0.001743018627166748,0.001743018627166748,0,0,0,6,"Failed"
"DcRat CN DcRat [[By]] qwqdanchun DcRat Server ","DcRat CN DcRat [[away]] qwqdanchun DcRat Server ",0.0010538697242736816,0.0017433762550354004,0,0,0,22,"Failed"
"makarcheck.com US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","makarcheck.com US Let's [[inscribe]] Let's [[cipher]] [[say-so]] X3 ",0.0015203356742858887,0.28735649585723877,0,0,0,76,"Failed"
"* [[XX]] [[1]] * ","* [[twenty]] [[ane]] * ",0.0009939074516296387,0.016901671886444092,0,0,0,23,"Failed"
"* [[XX]] [[1]] * ","* [[twenty]] [[ane]] * ",0.0010570883750915527,0.010094940662384033,0,0,0,23,"Failed"
""""" IT Internet Widgits Pty Ltd """" ",""""" IT Internet Widgits Pty Ltd """" ",0.0014690160751342773,0.0014690160751342773,0,0,0,12,"Failed"
"hillsbed.xyz US Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","hillsbed.xyz US Let's [[encipher]] Let's [[inscribe]] [[self-confidence]] X3 ",0.001151442527770996,0.002579331398010254,0,0,0,76,"Failed"
"localhost [[US]] [[domain]] localhost ","localhost [[uracil]] [[demesne]] localhost ",0.0012871026992797852,0.0021945834159851074,0,0,0,33,"Failed"
"newhopedream.com [[US]] Let's [[Encrypt]] Let's [[Encrypt]] [[Authority]] X3 ","newhopedream.com [[USA]] Let's [[cipher]] Let's [[code]] [[say-so]] X3 ",0.0011386871337890625,0.08843070268630981,0,0,0,76,"Failed"
"daspgpbjbj4ggg.xyz [[US]] Let's Encrypt R3 ","daspgpbjbj4ggg.xyz [[u]] Let's Encrypt R3 ",0.014805972576141357,0.019325196743011475,0,0,0,31,"Failed"
"forenzik.kz KZ NN [[Fern]] forenzik.kz ","forenzik.kz KZ NN [[fern]] forenzik.kz ",0.0016597509384155273,0.0017583370208740234,0,0,0,10,"Failed"
""""" AU Internet Widgits Pty Ltd """" ",""""" AU Internet Widgits Pty Ltd """" ",0.0015552639961242676,0.0015552639961242676,0,0,0,16,"Failed"
"KAV """" """" KAV ","KAV """" """" KAV ",0.0015538334846496582,0.0015538334846496582,0,0,0,3,"Failed"
"forenzik.kz KZ NN [[Fern]] forenzik.kz ","forenzik.kz KZ NN [[fern]] forenzik.kz ",0.0016453862190246582,0.0017080903053283691,0,0,0,10,"Failed"
"baidu.com CN baidu LLC. baidu.com ","baidu.com CN baidu LLC. baidu.com ",0.0014827847480773926,0.0014827847480773926,0,0,0,8,"Failed"
"[[domain]].com US My [[Company]] [[Name]] LTD. [[domain]].com ","[[arena]].com US My [[company]] [[diagnose]] LTD. [[area]].com ",0.0016169548034667969,0.006255209445953369,0,0,0,112,"Failed"
"DcRat CN DcRat By qwqdanchun DcRat [[Server]] ","DcRat CN DcRat By qwqdanchun DcRat [[server]] ",0.001787424087524414,0.001991093158721924,0,0,0,22,"Failed"
"[[example]].com [[GB]] [[Global]] [[Security]] [[example]].com ","[[exemplar]].com [[Gbit]] [[ball-shaped]] [[surety]] [[lesson]].com ",0.001475512981414795,0.48774027824401855,0,0,0,90,"Failed"
""""" [[US]] [[Dis]] """" ",""""" [[uracil]] [[Orcus]] """" ",0.00105208158493042,0.0029213428497314453,0,0,0,17,"Failed"
"qwertyhills92.spdns.org US Let's Encrypt Let's [[Encrypt]] [[Authority]] X3 ","qwertyhills92.spdns.org US Let's Encrypt Let's [[cipher]] [[say-so]] X3 ",0.0015467405319213867,0.9436469674110413,0,1,0,65,"Successful"
"jquery.com [[US]] jQuery jquery.com ","jquery.com [[uranium]] jQuery jquery.com ",0.0022317171096801758,0.0025972723960876465,0,0,0,19,"Failed"
"localhost AU [[Internet]] Widgits Pty Ltd localhost ","localhost AU [[internet]] Widgits Pty Ltd localhost ",0.0011209845542907715,0.002985835075378418,0,0,0,18,"Failed"
"[[domain]].com US My [[Company]] [[Name]] LTD. domain.com ","[[orbit]].com US My [[fellowship]] [[list]] LTD. domain.com ",0.0015203356742858887,0.005698680877685547,0,0,0,112,"Failed"
"AsyncRAT [[Server]] """" """" AsyncRAT Server ","AsyncRAT [[host]] """" """" AsyncRAT Server ",0.001018822193145752,0.0015671849250793457,0,0,0,17,"Failed"
"vighik.xyz US Let's Encrypt Let's Encrypt Authority X3 ","vighik.xyz US Let's Encrypt Let's Encrypt Authority X3 ",0.0016739964485168457,0.0016739964485168457,0,0,0,76,"Failed"
"[[example]].com [[GB]] [[Global]] [[Security]] [[example]].com ","[[exemplar]].com [[gigabit]] [[ball-shaped]] [[protection]] [[lesson]].com ",0.0014547109603881836,0.3380930423736572,0,0,0,90,"Failed"
"[[domain]].com [[US]] My [[Company]] [[Name]] LTD. [[domain]].com ","[[arena]].com [[uracil]] My [[fellowship]] [[list]] LTD. [[orbit]].com ",0.00177687406539917,0.008465349674224854,0,0,0,112,"Failed"
"borrdrillling.com US cPanel, Inc. cPanel, Inc. [[Certification]] [[Authority]] ","borrdrillling.com US cPanel, Inc. cPanel, Inc. [[certificate]] [[say-so]] ",0.003093421459197998,0.5328357219696045,0,1,0,64,"Successful"
""""" [[US]] [[Dis]] """" ",""""" [[uranium]] [[Orcus]] """" ",0.0011246800422668457,0.0024762749671936035,0,0,0,17,"Failed"
"* [[XX]] [[1]] * ","* [[twenty]] [[ane]] * ",0.001395881175994873,0.011067867279052734,0,0,0,23,"Failed"
"localhost [[AU]] Internet Widgits Pty Ltd localhost ","localhost [[Au]] Internet Widgits Pty Ltd localhost ",0.0014699697494506836,0.002192556858062744,0,0,0,18,"Failed"
"voidtools.xyz [[US]] Let's Encrypt R3 ","voidtools.xyz [[uracil]] Let's Encrypt R3 ",0.3017303943634033,0.8829456567764282,0,1,0,25,"Successful"
"nupahe.com [[GB]] Sectigo Limited Sectigo RSA Domain Validation Secure Server CA ","nupahe.com [[gigabit]] Sectigo Limited Sectigo RSA Domain Validation Secure Server CA ",0.06965523958206177,0.8616237640380859,0,1,0,91,"Successful"
"localhost [[GB]] MyCompany Ltd. localhost ","localhost [[Gb]] MyCompany Ltd. localhost ",0.001119077205657959,0.002044200897216797,0,0,0,26,"Failed"
