,text,label
486,"AsyncRAT Server """" """" AsyncRAT Server ",0
487,"Cloudflare US Cloudflare, Inc. Managed CA 45881812e058c0eb4acd0981e2afb079 ",0
488,texestet.ru US Let's Encrypt Let's Encrypt Authority X3 ,0
489,"UnscaredLoader Server CA """" """" UnscaredLoader Server CA ",0
490,"PrivateRAT54342 """" """" PrivateRAT54342 ",0
491,"server """" """" server ",0
492,domain.com US My Company Name LTD. domain.com ,0
493,localhost GB MyCompany Ltd. localhost ,0
494,* XX 1 * ,0
495,giprobiotic.com US Let's Encrypt Let's Encrypt Authority X3 ,0
496,""""" xx Default Company Ltd """" ",0
497,"vuinuzhz.com """" """" vuinuzhz.com ",0
498,""""" XX Default Company Ltd """" ",0
499,DcRat CN DcRat By qwqdanchun Cookies ,0
500,azuredbupdate.xyz AT ZeroSSL ZeroSSL RSA Domain Secure Site CA ,0
501,""""" XX Default Company Ltd """" ",0
502,riighu4fg.pw US Let's Encrypt Let's Encrypt Authority X3 ,0
503,"AsyncRAT Server """" """" AsyncRAT Server ",0
